text_id,u_n,u_who,text,label
S5U8,1312,S0475,erm but it's just that fascinating journey,
SEKZ,1419,S0262,has brought it along leaps and bounds,
SA7J,2359,S0692,sorry?,
SHHU,315,S0392,well yeah we have and then we have our longer one as well where we had the rhyming place names what was it?,
S85D,4,S0336,so do ,
S6BS,2310,S0602,very good er ,
SUVQ,16422,S0198,yeah yeah that's an another expression,
SJSC,42,S0481,why?,
SM99,407,S0347,maybe he was,
S35K,2475,S0372,it was like they were being filmed,
SB4D,1087,S0192,you'd quite like that,
S4WJ,184,S0439,what twats,
S6W8,390,S0497,alright ,
SLJ5,801,S0681,yeah,
SXAN,258,S0526,yes,
S632,7443,S0208,cos my sister and her ex-fiance literally it's like their pug is a child like he gets to have him on weekends and she has full custody,
SE3Y,688,S0192,the books were all inter-threaded chronologically,
SEKZ,363,S0353,yeah,
SAUR,2455,S0189,it is the purple one?,
SUVQ,4547,S0235,she used to walk them like straight to the door,
SUVQ,8026,S0235,oh my god,
SA2J,2672,S0525,oh er ,
S6BS,938,S0602,there you go,
SJB4,1205,S0192,and I moved one here,
SR5J,156,S0493,you don't have to pay extra so give us the three cards,1
SKRC,866,S0439,you're behaving like a child,
SN8K,1052,S0255,yeah let your hair down,
S85D,362,S0337,she she only knows the syllabus,
SUVQ,5606,S0198,but you handed in earlier,
S968,896,S0493,thank god they don't know how to use handles,
SBQZ,620,S0262,so there's some sort of something,
S968,869,S0497,right ,
SLBG,350,S0415,yeah but the good thing is there's no other signs of damage right?,
S28F,2483,S0315,it finds you,
S968,282,S0497,it's gonna fly away and go,
S9WB,191,S0110,it's the last weekend ,
SFCW,350,S0264,right,
SUVQ,1260,S0192,yeah I think so yeah,
S7JS,871,S0519,yeah like a gorgeous thank you very much,
SA2J,2157,S0525,so you got thirty-two pipes in this three days,
S35K,2175,S0372,erm ,
S6BS,1691,S0602,no that's where you're what are the category is it? handsome men? what? ,
S632,15,S0208,Geordie Shore,
SJB4,1496,S0197,it's like Christmas innit?,
SUUE,1238,S0262,yeah,
S4QK,30,S0246,and then I was but I don't actually know ,
SNE5,206,S0393,I I just used to think it was a norm it can be annoying,
SA7J,993,S0561,four,
SAUR,893,S0192,yeah,
S5XD,2591,S0192,but then it kinda asks you a bit of a confusing,
STVQ,64,S0320,yeah,
SN98,1062,S0192,yeah but you were alright the other day,
SLSS,1233,S0583,and obviously there's something like even my mum is a bit averse to ,
SAZX,1501,S0601,do not give her a pity token,
S5XD,1264,S0196,what did you have to go through?,
SAUR,3813,S0192,oh you got your Bourbons,
S6W8,5090,S0496,I'm getting mixed up they the cards yeah ,
S632,1753,S0220,I know,
SMVW,3,S0390,but we had a look in there,
SD3R,209,S0336,yeah,
SMW8,490,S0255,okay,
SNG4,1408,S0257,er somebody said to me they'd got a erm one of the Kindle's with internet access because their laptop was too cumbersome in bed,
SY5K,68,S0651,so the business case erm a big part of it will be location I don't think there's any doubt about that and my,
SLRY,215,S0324,yeah ,
SUVQ,10901,S0235,yeah,
SUVQ,1592,S0192,you need,
S35K,870,S0372,the right thing,
S6W8,5749,S0492,and got completely messed up ,
SDFL,1136,S0152,you're very small for Bouncer,
SJB4,3660,S0197,you can't attack anybody now,
SAZX,1732,S0602,let's let's go for the art and literature with holes,
SJB4,4128,S0192,gotta be everyone there,
SYWR,454,S0397,I'm waiting for I keep looking for them in Tesco but they're still on full price,
SUVQ,1976,S0235,kind of ,
SLSS,2216,S0587,when did we go shopping?,
SLSS,467,S0585,yeah ,
SUVQ,5803,S0192,they were saying,
SUUE,1616,S0262,you do ,
SMW8,2507,S0255,yeah but like I've stood there a few times and I'm ,
SEKZ,1136,S0353,er twenty-four I suppose ,
SRNC,1295,S0587,yeah we we did yeah we've put this on Gumtree,
SBQZ,952,S0261,that's coffee and cream,
SUVQ,5780,S0235,but she won the ,
S5B6,406,S0198,oh yeah oh are they?,
SG56,1767,S0261,where that value comes from,
SUVQ,8045,S0192,yeah she'll just think that's you,
SUVQ,854,S0235,that sounds wise,
SEKZ,2904,S0262,mm,
S632,1952,UNKFEMALE,is there a timer? what's the timer for?,
S35K,109,S0262,yeah,
SA2J,3312,S0525,sister,
S3LE,589,S0336,or Kim Jong-un or whatever his name is,
SLJ5,742,S0679,I didn't haven't got on very well with the watch battery thing yet but I think I should be able to do that,
S38V,2534,S0198,you say he's not ,
S6W8,1881,S0497,wow they're hot ,
SC8H,809,S0397,oh of course she had all of those,
SYWR,96,S0393,didn't you drop something out of your bag when you got that out,
S6W8,2570,S0492,they're amazing I love them,
SUVQ,14647,S0235,in fact ,
SJRX,311,S0392,he always gets the star prizes,
SQ2W,357,S0439,yeah or you now know that like they're more than just ,
S7JS,18,S0520,oh look there's my house ,
SUVQ,9788,S0192,and just wasn't,
SA2J,1506,S0617,is that dad?,
SH2P,690,S0228,yeah man,
SUVQ,5544,S0198,no we're getting ,
S28F,561,S0315,and it was just good isn't it?,
STDN,9,S0520,do you get the Hellman's one?,
SMW8,3176,S0316,I'm obviously supposed to follow him,
SJB4,4098,S0192,but what if there's no green?,
S632,6063,S0202,well someone go and get them kitchen side,1
SMW8,3679,S0255,mm ,
S8CB,86,S0593,theory,
SUVQ,5997,S0192,we'll er we'll top up our bank account top up fee,
SJRQ,1384,S0392,well that's the point of the contract ,
SJRX,419,S0392,I always think of those two a bit different and the prizes are different because at ,
SRRS,370,S0441,and that might make him think when he when he comes back cos this is what happened to ,
SAUR,2139,S0192,so one morale and ,
SUVQ,1372,S0235,no but I,
SJB4,1366,S0199,bastard,
SNG4,189,S0255,mm,
SUDM,162,S0623,excuse me room please can I go?,1
SLSS,2582,S0585,you're like my brother he came back from work and he was like still warm this coffee,
S5XD,1436,S0192,cos we need to get it before we go and teach in the Middle East ,
S5U8,796,S0475,the shop,
SR5H,596,S0594,where is it?,
SC8H,824,S0391,all I'm saying is all I'm saying is that's why the course is good really tailor made for them let's see what you all need on your CV,
SLSS,320,S0587,there,
SA7J,2492,UNKFEMALE,yeah no er yeah,
SB4D,1588,S0197,oh,
S5U8,1164,S0475,yeah yeah,
S7ZG,200,S0261,and that you're doing the work,
SNG4,800,S0255,I said well that's great,
S6BR,382,S0456,yeah I've got it as well,
SC8H,751,S0397,can I just tell you this?,1
SKKU,72,S0441,yeah like just annoying,
SLRD,97,S0283,oh they've not they've made an arrangement,
SNMZ,1415,S0563,yeah he's fine yeah,
SBQZ,47,S0388,I think she might want to get her pushchair through her pram through,
SB4D,2047,S0192,er there's these big lines of these rocks right in the and they've got erm they drew massive pictures on it you can fly over it in planes and see these crazy things in the desert that they made,
SJRQ,1108,S0390,no it's got something in it,
SNE5,652,S0393,do you reckon?,
SUC7,212,S0622,ah let me show you I'm Tarzan ,
SQ2W,563,S0441,did actually post a very nice photo of a sunset today,
SA2J,97,S0617,without the pasta? can I have the erm knob,
S6W8,2477,S0497,what am I taking in then?,
SY5K,305,S0651,so this ,
SP9F,1407,S0262,think of a few and they're very much involved in policy ,
S632,6251,S0222,what what section is it?,
SA7J,1311,S0565,ding dong bell the pussy's in the bath,
S3LE,1228,S0343,yeah normally as you go south it gets clearer it's normally worse if you're going north ,
SYWR,113,S0392,she will love it,
S3LE,2791,S0336,erm but yeah we just want we want a heated towel rail put up in its place,
S4QK,154,S0246,and so we turned the lights off and stuff so it didn't come and shout at us for being like,
SYHP,1406,S0361,yeah,
SYEF,232,S0615,oh yeah well that suits me yeah,
SKKU,235,S0439,yeah me too yeah,
SUVQ,5411,S0235,mm yeah stuffed,
SUVQ,11931,S0198,and that's because I think it's because we have,
SBJM,37,S0329,mm,
S63L,114,S0262,yeah,
SQ36,1035,S0336,they reap the benefit of it,
SUVQ,7605,S0198,there was a penny in there as well ,
SHJE,1290,S0592,yay,
SJRQ,1790,S0391,what what time are you eating on Sunday?,
S85D,271,S0345,I wanna hear what ,
SG56,216,S0401,oh ,
S38V,2187,S0192,that you're around at least,
SUVQ,12552,S0198,yeah yeah exactly,
SP9F,1803,S0262,yeah,
SB4D,254,S0199,mm,
SDFL,883,S0013,oh right,
SG56,822,S0401,they could be ,
SJB4,5396,S0199,mm,
S35K,2264,S0262,well we can download it yeah,
SVZH,369,S0198,oh what the one with the red and grey?,
SUVQ,11660,S0236,mm,
SUVQ,11094,S0198,that's the odd thing that we'll like it for what it is,
S6W8,2434,S0497,cos we didn't even think about it did we?,
SN98,21,S0229,yeah,
SUGJ,303,S0645,the ,
SE3W,650,S0440,oh I will do I've I've got an email back from them today ,
SUVQ,1193,S0198,yes,
SD6X,1217,S0179,I would,
SAUR,4337,S0189,okay ,
S28F,978,S0255,you get in the habit of it don't you?,
SJB4,2086,S0199,stop him,
SUGJ,632,S0645,so that's easy enough,
SUVQ,8326,S0236,oh yeah,
SD3R,833,S0336,I imagine so,
SNRQ,809,S0170,no,
S3SU,297,S0167,yeah,
SFNQ,379,S0237,can you sing?,
SPJR,205,S0525,I can barely hear you anyway I will need sign classes or you will we will ,
SYHP,758,S0361,back out,
SG56,1802,S0401,they want the Facebook thing,
SUVQ,7385,S0235,what?,
SFJ2,276,S0276,yay,
S6W8,2134,S0494,new Labour leader,
S6BR,261,S0456,where did you find them? in the gallery?,
SN98,1355,S0229,yeah it's,
SD6X,20,S0058,if you're doing that many things you can't do any of them well ,
S63L,622,S0262,so that's a project manager's remit,
S6BS,1367,S0602,I mean you got one of the words ,
S85D,1258,S0345,it it can give me like er in a list like I guess when you do that with your satnav you can get it listed can't you?,
SUVQ,14699,S0198,they need to signpost that,
SM99,1541,S0346,pride,
SNG4,1956,S0255,no,
SDFL,1815,S0153,no that's just with mum,
S432,517,S0392,oh not long ,
S6BS,1716,S0594,Tonga,
SE3W,680,S0439,mm?,
SAUR,2462,S0227,I've got two of those,
S5QR,178,S0324,and and then she was erm saying to ,
SNG4,428,S0257,mm,
SB4D,1091,S0192,mum might be a bit squeamish on that one but,
SJRQ,1744,S0393,right bring em outside try and find me and then I'll come back,
SKRC,1728,S0481,I know,
S632,3420,S0208,no it's more like erm you can use it electronically as well there's websites especially you can go on there and you can get special,
SJRQ,1226,S0392,oh right you drag it to ,
S7RA,722,S0013,no no they haven't well they er quite often say it's er,
SA4W,464,S0262,okay,
SUVQ,11548,S0198,no Latin America in general the south,
SQ93,279,S0390,history yes and above my head when I'm thinking I can see my exercise book and I'm just writing the answers I'm just seeing it and copying down what I see in my mind,
SR7C,893,S0525,mm,
S4QK,1031,S0245,what was it?,
SJB4,3598,S0192,because he's got he's got nothing after that,
SA2J,987,S0525,let's put mum on a reindeer ,
SUVQ,14182,S0235,he could be saying anything,
SMW8,445,S0256,careful,
S5XD,970,S0196,you know what I mean? it's like it's happened I can't change it ,
SUVQ,11611,S0198,yeah,
SAUR,3478,S0192,oh,
SUVQ,7746,S0236,well ,
SLBG,337,S0418,hello,
SN8K,984,S0317,I know,
S28F,1535,S0255,yeah ,
SVZH,52,S0231,well see I was only there fifteen minutes and my brief brought that up as well,
S7RA,998,S0278,yeah,
SG56,817,S0401,I don't know I'm just trying it,
S7DR,62,S0167,you need to listen to people's answers mum,
SA2J,3022,S0525,sure yeah,
SDFR,294,S0417,Gap try Gap as well Gap's good actually,
SUVQ,8329,S0236,long distance,
SPJR,179,S0525,oh what's up? ,
SR7C,1266,S0525,car wash voucher for ,
SG56,1608,S0262,when he's been here is that they will use the Airbnb as a way to find each other,
S7ZG,159,S0262,PHD ,
SGYW,638,S0180,mm,
SUVQ,13986,S0235,yeah,
SQ3P,806,S0520,I could understand that if you'd come away from three years and you it's still your country and you should be influencing the future but if you were ,
SUVQ,13491,S0235,yeah I mean it's like well,
SYHP,2380,S0262,even the question of how long are you in this country?,
SDS7,143,S0441,are you there on the Friday this time? okay good,
ST82,1111,S0525,I thought he was gonna go to Queen's,
SJN6,334,S0425,that's right,
SUVQ,12624,S0192,and they've got like a massive detached house with a pond and loads of land and a forest and all this kind of stuff,
S8CB,102,S0593,cos it sounds like quite a new med,
SUVQ,14146,S0236,he used to correct himself a lot ,
SWY3,1363,S0545,er,
S346,805,S0255,right,
SN8K,1437,S0318,yeah,
SMW8,1573,S0316,cool,
S7RA,1358,S0013,yeah,
SFNQ,480,S0192,erm well we've already spoken about quite a few things so I'd just say various just write various there,
SP9F,1302,S0335,therefore there was an incentive for the manufacturers to internalise which is an economic term,
SJRQ,1712,S0390,cos I said is it ,
SUVQ,11441,S0235,no it's cos they don't speak much in Portuguese,
S38V,1196,S0198,of why it is wrong and and,
SAUR,3896,S0189,no,
SE3Y,249,S0227,yeah,
S323,13,S0578,mm,
S3LE,924,S0342,what and then nothing ever happened?,
SUEL,581,S0070,and at the end of it they were able to sing ,
S3LE,2404,S0343,good,
SA7J,2010,S0640,of?,
S6W8,2858,S0493,a bag of spears ,
SG56,232,S0401,yeah I'll have beer yeah,
SMW8,3547,S0316,that was like ,
SUVQ,7304,S0235,so everywhere ,
SUUE,585,S0262,fascinating,
SBQZ,327,S0262,so she sort of ran over and got her her,
STKH,426,S0167,oh yeah oh yeah,
S632,4396,S0220,oh like no like no no like I was er teaching a kid last week and er went miss,
SR5J,1107,S0494,of course ,
S632,5365,S0202,object okay,
SG56,1316,S0262,I'll tell you where he's from I'll look it up,
SKRC,1370,S0440,yeah ,
SC8H,71,S0397,er do you know I nearly bought you a rugby T-shirt,
S6W8,4155,S0497,tunnels so say if you so say if say this is a red tunnel here,
S6BS,3072,S0594,not ,
S38V,1090,S0198,I know it's just do your job and make sure you do your job cos I don't know ,
S457,15,S0525,had he?,
S7ZG,244,S0261,yeah it doesn't have to this is the whole point,
SPC3,330,S0198,oh is that for his brother?,
S5XD,3325,S0194,you've got the ones that obviously need the extra help and then I find the ones that are just on the average just tend to sort of get left,
S4WJ,332,S0439,moosi? mooses,
SC2T,203,S0393,that's their new tactic,
SGBT,56,S0622,like we made crackers when it was Christmas cos we made crackers and you brought your cracker stuff with you,
S7RA,773,S0278,that's a that's another shirt,
SNG4,1607,S0258,yeah,
SD3R,1153,S0344,no I ,
SYHP,2294,S0261,oh yeah,
S5QR,21,S0324,no,
S6BS,439,S0592,woo,
S38V,732,S0198,yeah is it?,
S5XD,1462,S0194,yeah,
S5U8,1000,S0475,this ,
SMVW,496,S0390,yes please that were great and I'll put it in my diary,
SG56,360,S0388,go it is yeah well how much does it cost then? is it a lot of money to?,
SDFL,2016,S0144,oh east ,
S632,1756,S0211,okay so for me the song is about two people that are in a relationship,
S9WB,49,S0109,no that's ,
SWY3,2578,S0391,him,
SN8K,1903,S0317,oh excellent,
S5U8,1092,S0475,erm ,
S632,2813,S0208,did you get that?,
SD6X,2028,S0179,well what's the time?,
SUGJ,645,S0282,yeah ,
SN98,611,S0229,give it to charity,
SQ3P,426,S0519,he did everything,
S5XD,386,S0196,well it wasn't erm ,
SN98,309,S0230,she wouldn't serve me with them,
SZT4,275,S0486,really? yeah,
S968,1081,S0497,it's your last go,
SV28,626,S0198,it stops working and then what? not replace it? it seems harsh,
SP9F,1130,S0335,mm,
SLJ5,198,S0681,and they've paid off their mortgage so they're quite they're sitting pretty really,
SQ2W,75,S0439,yeah ,
SR5H,730,S0593,now look at this this is such a bad Christmas dinner because there's not a Brussels sprout in sight,
SA7J,12,S0543,no he hasn't,
SDFL,1055,S0013,mm,
S985,497,S0337,get shall we just get some spring rolls? they don't have like ,
SN8K,612,S0255,mm,
SAT9,38,S0058,right,
SUVQ,12110,S0192,but at the same time we pay ,
SMZV,690,S0336,yeah and she's a lot younger though isn't she?,
S6BS,461,S0592,I don't particularly like any of these categories I'm just,
S7ZG,359,S0262,I'll see how it goes,
SH2P,920,S0228,er yeah I suppose so I suppose it's regional isn't it?,
SUVQ,10407,S0192,have you seen the black woman that does it?,
SUVQ,15508,S0198,yeah ,
SR5H,275,S0600,I don't care,
SYHP,2532,S0361,it's much easier to deal with,
SFCW,436,S0264,well I'm going to Toulouse for,
SP9F,58,S0335,erm ,
S3LE,1888,S0336,she was saying mum told me that erm when I started big school like one of the first reports I got back was that I was the best ,
S5B6,37,S0198,erm yeah they're not so strict about that ,
SA4W,205,S0261,yes exactly yes,
S6W8,1118,S0492,just about to start what?,
SFJ2,448,S0276,and Scooby obviously,
S5XD,2811,S0196,to go to ,
ST82,482,S0622,I only went to a meeting at lunchtime,
SMVW,469,S0390,it might be a new thing I don't know ,
SUVQ,1616,S0198,in the school,
SUVQ,7054,S0236,I'm gonna live there,
SUUE,1382,S0262,mm ,
SQ36,442,S0338,yes,
S38V,92,S0192,people accumulate a lot don't they? ,
S432,518,S0391,oh I yeah oh I know but it's still just,
SNG4,1342,S0258,do you know I have to admit I really do miss reading proper books erm cos I took erm I let ,
S6W8,5091,S0493,no no no,
SP9F,1600,S0335,yeah,
SV28,277,S0192,erm one red pepper might go in it alright but it might just not oh we've got all the herbs and spices we need I take it?,
SP9F,1708,S0335,about who's more sort of active about this as well,
S6W8,2402,S0493,yeah,
S3LE,1017,S0342,she always thinks people are taking the piss out of her when really it's just like a,
SAUR,908,S0189,erm that side's fine,
SJKD,457,S0567,I'm gonna try but it's hard to get a blob it like lies along the pin,
S84P,556,S0144,eight ,
SQ3P,923,S0519,yeah,
S35K,746,S0372,to to banks in New York the,
SN8K,1012,S0317,their diet's rubbish,
S3M4,292,S0525,there will be a lot ,
S682,440,S0189,alright,
SHCG,496,S0337,ah,
SE3Y,413,S0192,so they're they're all quite annoyed about that,
S3LE,350,S0343,my contract is a year ,
SY5K,516,S0282,oh right okay,
ST82,22,S0525,yeah he must be tired she took him swimming today said he loved it,
SEKZ,1700,S0353,yeah,
SG97,20,S0489,oh yes that's right yes we did,
S85D,1978,S0344,yeah,
S6W8,3340,S0493,that's a little indicator for you,
S985,802,S0346,so I like always miss that but the A I go A1 A505 A10 and all shitty roads like no street lamps like dark,
S3CK,129,S0417,oh,
SJRQ,1311,S0392,that'll be about eighty maybe but we got it cheaper,
SUVQ,9452,S0236,plus actor,
SZ98,700,S0441,not even hopefully not even two years,
SC8H,814,S0391,but now all the PE together just twelve she just said they're all fantastic they've gelled as a group she just can't wait to get to uni and do you know what they've even arranged for them? I think she's finished it,
SR7C,622,S0623,yeah,
SAZX,1868,S0600,yeah yeah it is yeah,
SPLU,473,S0525,yeah,
ST47,1,S0018,so what did your tutor say?,
SQ3P,655,S0521,where apparently in the story it's the other way around d,
SJB4,4443,S0192,yeah and you know  your mates don't wanna come round anymore if you're not gonna be cracking open the wine you're gonna be cracking out the cafeti̬re you know what you know what I mean?,
SJRQ,1159,S0392,that's it that's what I'm saying yeah,
SA2J,2200,S0641,mm,
SP9F,1254,S0335,or have been proven ,
SVZH,843,S0231,well it's technology innit?,
S38V,990,S0198,yeah ,
SJLF,249,S0217,I don't know if he died but ,
S6W8,4438,S0493,four yellows ,
SUVQ,8675,S0236,mm,
SEKZ,407,S0353,no lovely dogs,
S6BS,688,S0594,ooh,
SLJ5,301,S0679,have you been there before?,
SUVQ,5358,S0198,you've gotta cut it into segments though,
SQ36,1147,S0338,right,
SUEL,110,S0070,I have,
ST47,716,S0018,un-huh,
SNG4,58,S0257,but eventually it would come back to it and it would eat all that on top of everything else,
SWY3,3203,S0392,were left on the clock when Jonny Wilkinson kicked the winning drop goal for England in twenty 0 three?,
SJB4,4631,S0192,it can feel it can hear but it's not gonna know it's dying is it? it's not gonna be in pain or anything like that,
S4QK,384,S0245,if I'm gonna crush them candies,
SUEL,63,S0180,at ninety points during the play-offs ,
SB4D,71,S0199,I wonder if they can analyse the cat's voice?,
SHBJ,510,S0070,picnic mat ,
S5U8,706,S0475,see him ,
S3LE,1932,S0336,type thing,
SR5H,302,S0593,no?,
SFNQ,1638,S0237,yeah it's fine erm,
ST47,752,S0018,cool,
ST47,79,S0125,erm like I said before um any instances of repetition ,
SHJE,964,S0594,just say a name fucking hell,1
SMVW,8,S0392,oh B and M B and M Home,
S6W8,5921,S0492,I had a game like that once,
SUVQ,14945,S0192,teethed you teethed it did you ever get twocked?,
SUVQ,4851,S0192,not our families ,
S985,479,S0346,no I'm on something I don't have the app I'm just on a website looking at it,
SR5J,1626,S0493,and if it ,
SUVQ,674,S0198,of twenty Malboro Lights it's still,
SUVQ,9426,S0235,yeah,
SLRY,51,S0324,oh Wednesday ,
SLSS,1432,S0583,does that not remind you of ,
SZT4,239,S0486,right,
S38V,444,S0198,how many pages is it then?,
S4WJ,226,S0439,too far,
SJRQ,129,S0393,who did? ,
SLRD,40,S0283,yeah,
SB32,998,S0617,yeah,
SUVQ,5628,S0198,I don't know acting I suppose ,
SMZV,1018,S0350,erm we were like it's like loads of people know what we're doing for the hen do at work,
S35K,1724,S0262,okay okay,
SLSS,1022,S0585,mm mm,
SUVQ,11253,S0198,it was good yeah,
SVZH,553,S0231,when it falls out the bed,
S9WB,46,S0108,as in he's pretty well built in euphemistic terms?,
SMZV,1099,S0349,I think like,
SUUE,1634,S0262,seen that again and again,
SRNC,825,S0584,is it is that the only thing wrong with it? like that?,
SUVQ,4594,S0192,yeah yeah,
SUVQ,457,S0236,cheers,
S985,1445,UNKMALE,that's cool but er you can see like everyone through the glass,
SD3R,332,S0336,obviously didn't,
S6W8,5707,S0497,so that would be,
SUEL,586,S0180,yeah,
SMW8,3297,S0255,yeah,
SMW8,2710,S0256,it's like when people poke you now it's like who pokes? no one pokes any more,
SJB4,2427,S0199,well,
SUVQ,13670,S0198,I didn't ,
SR7C,62,S0623,oh by the erm thing where you get your passport photo done?,
SR87,84,S0417,oh,
S5XD,1072,S0196,you will,
S85D,547,S0345,yeah,
SAUR,2109,S0227,okay I don't pick one of those cards up yet?,
SRNC,98,S0584,on a mad trip then they'll be like oh game I'm game for this,
S7UX,551,S0013,yeah,
SJB4,5320,S0199,mm,
SR7C,1321,S0622,all it's all hours,
SMZV,1338,S0350,my mum's got an orchid orphanage,
SA2J,1297,S0641,er genuinely,
SRNC,1518,S0587,yeah yeah do hello explanation mark ,
S3CK,161,S0417,erm did you want to go and see erm ,
S5U8,946,S0475,that's right,
SUVQ,12466,S0198,just to go to ,
S6BS,2204,S0602,Clint Eastwood,
S968,2319,S0497,ah it's nothing,
SBJM,90,S0329,he won't get one now,
SUVQ,4170,S0235,well he was saying about how like they're starting to ,
SE6F,131,S0337,erm definitely think a laptop should've been on our list a bit higher don't you?,
SUDM,142,S0623,yeah but he's like Lancelot or should I say shall I say ,
S5U8,1066,S0475,erm,
SEZB,154,S0211,yeah and erm if you take out the police log number as well,
SUGJ,787,S0282,right,
S38V,808,S0198,and my brother doesn't get any sick leave full time job no sick pay,
SB32,65,S0617,oh,
S8CW,316,S0305,but yeah the Selfish Gene  critical thinking,
SNMZ,633,S0543,cheaper or better,
SA7J,2241,UNKFEMALE,so ,
SUUE,757,S0262,yeah ,
SY5K,644,S0651,oh it's here sorry that's that's here right down here,
SJKD,368,S0621,is this Cody Simpson?,
SYWR,334,S0392,you talking about the voice,
S6W8,4235,S0492,yeah,
SWVQ,346,S0417,I might take him his drink,
SQ3P,1089,S0520,partly it's the label,
SRNC,414,S0587,no,
S6H4,86,S0418,ten,
S35K,2544,S0372,ah second of,
SZ98,713,S0439,and cooking ,
SWY3,1506,S0392,yeah,
S85D,1306,S0336,yeah but it if if it had been ,
SMW8,850,S0316,because I feel also like I've been loyal to them they're not looking after me,
SB4D,1132,S0197,Seth something,
SG56,1663,S0401,yeah,
SJB4,696,S0192,oh one's obviously low isn't it? I mean one's never high,
SNE5,397,S0393,what do you think of Ed Miliband ,
SD3R,910,S0344,and then I don't know what ,
SA2J,3173,S0525,we went up to see,
SHX2,356,S0417,but yeah I mean that's er that's really quite wealthy ,
SNMZ,1405,S0566,going off together and doing things ,
S35K,1931,S0372,yeah,
SR5J,1304,S0497,I think dad's won anyway oh ,
SA2J,3004,S0525,you see because ,
S6BS,2202,S0594,oh,
SLRD,669,S0647,it it it ,
SE6F,609,S0337,when it gets to a hundred and you attack something it lets off an electric shock ,
SEKZ,2377,S0353,job done can I borrow your your wife's car?,1
STDN,23,S0519,with South Africa they thought they'd give it their best shot and that was it that's all they could they do they've got nothing left,
SA2J,1666,S0617,can't go from Birmingham mum,
S6W8,1526,S0496,cos it they kept putting baby ,
S457,1244,S0525,if they're twenty ,
SAUR,513,S0192,oh okay,
S6W8,2758,S0496,mm hm,
S8CW,157,S0262,how are people meant to make that jump exactly? I put my question up I went my ,
SUEL,150,S0070,mm,
S5U8,1359,S0417,yeah,
SMW8,4046,S0316,oh ,
SUVQ,8361,S0198,not to see people I don't usually ,
SDFL,262,S0144,I used to go mountain biking every day really ,
SNRQ,101,S0170,we want Spanish speakers ,
SFNQ,517,S0237,just like wasted like five hours of my life trying to understand this article,
SA4W,333,S0261,erm and er they were they've probably over time built up the right relationships but they still say they come across difficult people who try to bury them in the ground who who who stagnate and and and try to stalemate them,
S632,6042,S0202,all of the meat,
SYHP,991,S0361,you can't do things,
SFCW,5,S0263,I've signed up for the erm ,
SRNC,1204,S0587,what?,
S682,911,S0189,yeah ,
SA7J,2929,S0565,what?,
S6BS,3044,S0592,well what would you have guessed? giving me that snarky voice,
SM99,16,S0337,yeah ,
SJB4,3380,S0192,it's not worth it,
SUGJ,807,S0282,and I can see that sort of situation turning up where somebody sort of says somebody phones up and says oh help help there's something urgent and there's nobody at the other end listening to the message oh yes cos ,
S38V,1955,S0192,oh my god the ,
S7ZG,771,S0262,so it's gonna be good,
SR7C,68,S0525,and it is free to post it?,
SUVQ,4212,S0192,oh,
S985,2190,S0346,that's ,
SYEF,488,S0525,he doesn't like shepherd's pie or anything like that does he?,
SJB4,5060,S0199,all I've said to you is I just don't think you're in that right,
SLJ5,693,S0681,oh you read that part out for me but you didn't read out the,
SUGJ,441,S0282,I haven't been to ,
SYHP,1922,S0360,right,
SUVQ,13559,S0198,yeah yeah yeah yeah yeah,
SHCG,368,S0337,and then this guy turns up we could definitely be playing Articulate,
SMW8,3630,S0316,it wasn't didn't ,
S632,6482,S0220,I heard oh no no no I heard you say ,
SAUR,865,S0189,okay,
SAUR,186,S0192,no no I'm good dad thank you,
SNG4,269,S0258,yeah,
SYHP,3221,S0360,this is ,
S632,641,S0208,sloth,
S6BR,342,S0456,hang on even though I've done the times zone properly yeah and and thirty-four ,
SFNQ,426,S0192,you have to be careful,
SMW8,4433,S0256,I'll take one ,
S7DR,361,S0104,yeah I like perfume,
SEKZ,336,S0262,oh,
SA7J,223,UNKFEMALE,yeah?,
SVLK,27,S0266,what can you do in ten minutes?,
SD6X,1495,S0058,or do you not?,
SMW8,2805,S0255,it's lovely and large up there isn't it if I remember yeah?,
S28F,1849,S0255,yeah good,
SEKZ,1404,S0353,lip reading,
S985,310,S0346,you brought it to the cinema? oh that would've been fun ,
S5XD,3412,S0192,yeah,
SJB4,440,S0197,now you take it in turns to put an army on ,
SLJ5,760,S0679,I well I don't I ,
SJB4,5059,S0192,I wouldn't say you put pressure on me but I know,
SUEL,536,S0070,well exactly ,
S4QK,92,S0246,oh wait that's black,
SJN6,101,S0426,okay,
SA7J,1259,UNKMALE,you're rubbish at spinning never spin again,
SNE5,748,S0393,I've taken it,
SUVQ,12505,S0192,and all this kind of stuff but,
SBJM,365,S0326,no I mean I will do it properly if I do it how long did it take to do this step?,
SUVQ,4824,S0198,yeah,
SNRQ,85,S0170,and it was then we were  we were  put together then after the first year with people who had done GCSE A-level plus the first year,
SAZX,1018,S0602,so pick a,
SUVQ,15045,S0236,mm,
SLRY,370,S0325,yeah ,
SB4D,2206,S0197,well,
SAT9,256,S0058,hmm? Nice ,
SM99,1575,S0337,she'll be a teacher?,
SMZV,3,S0336,it is cute very cute,
SKRC,1222,S0439,well it's just ,
S3M4,478,S0525,mm,
SM8E,312,S0655,yeah,
S38V,683,S0192,yeah,
S2QU,175,S0522,so I I remember with ,
S6BS,1876,S0602,that's that's not a fucking name,
SMW8,3067,S0256,not very organised,
